ACCIDENT_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE,Suburbs,TOTAL_PERSONS,ACCIDENT_TYPE
05.00.00,Tuesday,145.41183,-37.78294,YARRA RANGES,3,Collision with a fixed object
20.30.00,Wednesday,146.03444,-38.43376,SOUTH GIPPSLAND,1,Collision with a fixed object
18.00.00,Wednesday,144.33305,-38.15823,GEELONG,2,Collision with vehicle
20.32.00,Thursday,145.21461,-37.99012,DANDENONG,3,Collision with vehicle
18.25.00,Wednesday,145.14221,-37.87148,MONASH,2,Collision with vehicle
21.45.00,Monday,144.9461,-37.66638,HUME,3,Collision with vehicle
21.00.00,Friday,144.89006,-37.72988,MOONEE VALLEY,2,Struck Pedestrian
18.05.00,Saturday,145.11078,-37.8974,MONASH,4,Collision with vehicle
21.25.00,Saturday,145.01187,-37.96973,BAYSIDE,2,Struck Pedestrian
21.35.00,Saturday,145.02294,-37.84276,STONNINGTON,2,Struck Pedestrian
20.45.00,Saturday,144.94126,-37.67221,HUME,3,Collision with vehicle
22.15.00,Saturday,144.95534,-37.66934,HUME,3,Collision with vehicle
01.50.00,Sunday,145.06081,-37.85897,STONNINGTON,3,Struck Pedestrian
00.20.00,Sunday,144.96412,-37.75546,MORELAND,2,Struck Pedestrian
01.07.00,Sunday,144.92691,-37.7727,MOONEE VALLEY,2,Collision with vehicle
03.35.00,Sunday,144.88465,-37.80235,MARIBYRNONG,1,Collision with a fixed object
04.30.00,Sunday,144.76503,-37.78989,BRIMBANK,2,Struck Pedestrian
20.55.00,Wednesday,143.65821,-37.96933,GOLDEN PLAINS,2,Vehicle overturned (no collision)
01.15.00,Saturday,146.40052,-37.95738,BAW BAW,1,Collision with a fixed object
17.45.00,Friday,144.97088,-37.82495,MELBOURNE,2,Struck Pedestrian
17.00.00,Friday,144.34695,-38.18208,GEELONG,3,Collision with vehicle
17.25.00,Friday,145.02171,-37.63774,WHITTLESEA,2,Collision with a fixed object
16.20.00,Friday,144.96167,-37.81712,MELBOURNE,2,No collision and no object struck
16.55.00,Friday,144.96229,-37.64327,HUME,1,Vehicle overturned (no collision)
19.00.00,Friday,145.17131,-38.10592,FRANKSTON,4,Collision with vehicle
17.00.00,Sunday,145.01814,-37.77892,DAREBIN,2,Collision with vehicle
21.30.00,Wednesday,142.09117,-34.22501,MILDURA,1,Collision with a fixed object
18.00.00,Saturday,144.93778,-37.82555,MELBOURNE,6,Collision with vehicle
16.45.00,Friday,144.8546,-37.73163,BRIMBANK,4,Collision with vehicle
18.28.00,Tuesday,145.05595,-37.8353,BOROONDARA,2,Struck Pedestrian
20.15.00,Monday,145.01718,-37.82724,YARRA,2,Collision with vehicle
00.55.00,Thursday,144.99979,-37.81048,YARRA,2,Collision with vehicle
00.01.00,Wednesday,145.03328,-37.69383,WHITTLESEA,4,Collision with vehicle
07.45.00,Sunday,141.60648,-38.34431,GLENELG,2,Collision with vehicle
19.50.00,Saturday,146.30263,-38.1795,LATROBE,5,Collision with vehicle
09.50.00,Sunday,145.22732,-37.82056,MAROONDAH,2,Collision with vehicle
20.00.00,Saturday,146.5427,-38.19802,LATROBE,4,Collision with vehicle
08.50.00,Sunday,145.29636,-36.61334,SHEPPARTON,1,Collision with a fixed object
18.00.00,Saturday,144.7745,-37.77212,BRIMBANK,2,Collision with vehicle
17.30.00,Friday,146.39436,-36.01168,INDIGO,3,Collision with vehicle
18.30.00,Friday,145.20878,-37.99876,DANDENONG,5,Collision with vehicle
18.15.00,Friday,145.26875,-37.82527,MAROONDAH,3,Collision with vehicle
00.55.00,Saturday,145.22819,-38.00646,DANDENONG,2,Collision with a fixed object
22.20.00,Tuesday,145.06888,-37.68182,WHITTLESEA,2,Collision with vehicle
00.30.00,Saturday,144.93605,-37.78875,MELBOURNE,2,Struck Pedestrian
00.15.00,Friday,144.97847,-37.77775,MORELAND,1,No collision and no object struck
05.06.00,Thursday,144.73986,-37.65515,MELTON,2,Struck Pedestrian
18.00.00,Tuesday,145.09602,-37.63245,WHITTLESEA,2,Collision with vehicle
18.50.00,Thursday,147.04544,-38.11264,WELLINGTON,1,Collision with a fixed object
17.24.00,Sunday,144.73943,-37.76182,MELTON,4,Collision with vehicle
03.54.00,Wednesday,144.61452,-37.50737,MACEDON RANGES,1,Collision with a fixed object
18.00.00,Sunday,144.67692,-37.87697,WYNDHAM,3,Collision with vehicle
17.40.00,Friday,144.80774,-37.7546,BRIMBANK,5,Collision with vehicle
19.35.00,Tuesday,145.04941,-37.95716,KINGSTON,2,Struck Pedestrian
20.50.00,Tuesday,145.07411,-37.98259,KINGSTON,2,Collision with vehicle
16.26.00,Sunday,145.13681,-37.96052,DANDENONG,2,Struck Pedestrian
18.25.00,Sunday,144.96595,-37.74501,MORELAND,2,Struck Pedestrian
21.15.00,Sunday,145.03154,-37.84379,STONNINGTON,3,Collision with vehicle
21.17.00,Sunday,142.16099,-34.19848,MILDURA,2,Struck Pedestrian
09.50.00,Sunday,149.57977,-37.48191,EAST GIPPSLAND,3,Collision with a fixed object
20.15.00,Sunday,144.56673,-37.69434,MELTON,2,Struck Pedestrian
01.15.00,Monday,145.27172,-38.034,CASEY,1,Collision with a fixed object
05.51.00,Sunday,144.89822,-37.82943,HOBSONS BAY,5,Collision with vehicle
06.00.00,Monday,145.22108,-38.17241,FRANKSTON,2,Collision with vehicle
06.00.00,Monday,145.17841,-38.01742,DANDENONG,3,Collision with vehicle
08.00.00,Saturday,144.998,-37.87692,GLEN EIRA,2,No collision and no object struck
18.35.00,Monday,144.74077,-37.89415,WYNDHAM,2,Collision with vehicle
06.00.00,Tuesday,144.34701,-38.11021,GEELONG,1,No collision and no object struck
05.50.00,Thursday,145.38566,-38.02035,CARDINIA,1,Collision with a fixed object
19.00.00,Thursday,145.15858,-37.80659,WHITEHORSE,2,Collision with vehicle
00.15.00,Friday,145.17755,-37.9519,DANDENONG,5,Struck Pedestrian
01.10.00,Thursday,142.51336,-38.34162,WARRNAMBOOL,1,No collision and no object struck
18.20.00,Wednesday,145.09804,-37.81485,BOROONDARA,2,Struck Pedestrian
18.30.00,Thursday,145.46806,-36.13089,MOIRA,1,Vehicle overturned (no collision)
19.40.00,Sunday,145.24855,-37.84346,KNOX,2,Collision with vehicle
22.30.00,Wednesday,144.69246,-37.71659,MELTON,2,Collision with vehicle
18.00.00,Saturday,145.00781,-37.71674,DAREBIN,3,Collision with vehicle
18.00.00,Tuesday,144.81781,-37.82756,HOBSONS BAY,3,Collision with vehicle
17.15.00,Friday,144.84294,-37.72317,BRIMBANK,2,Collision with vehicle
14.30.00,Saturday,145.60081,-37.90744,CARDINIA,1,No collision and no object struck
18.50.00,Tuesday,144.96012,-37.67191,HUME,3,Collision with vehicle
15.30.00,Saturday,144.22338,-38.30049,SURF COAST,3,Vehicle overturned (no collision)
15.45.00,Saturday,143.84187,-36.73917,LODDON,1,Vehicle overturned (no collision)
14.18.00,Saturday,143.84416,-37.5763,BALLARAT,2,Struck Pedestrian
15.52.00,Saturday,145.11889,-37.82705,WHITEHORSE,1,Collision with a fixed object
18.16.00,Saturday,145.04835,-37.31584,MITCHELL,1,Collision with a fixed object
19.40.00,Friday,144.90218,-37.83195,MELBOURNE,6,Collision with vehicle
18.10.00,Saturday,144.93641,-37.82579,MELBOURNE,11,Collision with vehicle
20.00.00,Saturday,144.9801,-37.86895,PORT PHILLIP,2,Collision with vehicle
02.00.00,Saturday,145.17264,-37.94753,DANDENONG,2,Collision with vehicle
21.47.00,Saturday,145.09814,-37.79837,BOROONDARA,2,Collision with vehicle
03.22.00,Sunday,144.54725,-37.66517,MELTON,2,Collision with vehicle
18.00.00,Thursday,145.13592,-37.74112,MANNINGHAM,2,Struck animal
10.00.00,Sunday,145.66433,-37.46203,MURRINDINDI,1,No collision and no object struck
21.40.00,Thursday,144.93912,-37.786,MOONEE VALLEY,4,Collision with vehicle
19.00.00,Saturday,144.98393,-37.86753,PORT PHILLIP,2,Collision with vehicle
17.00.00,Friday,145.53722,-38.24612,CARDINIA,3,Collision with vehicle
18.30.00,Wednesday,144.99976,-37.81539,YARRA,2,Collision with vehicle
17.50.00,Sunday,145.5798,-38.31156,BASS COAST,3,Collision with vehicle
19.50.00,Monday,144.93939,-37.77456,MORELAND,2,Collision with vehicle
19.35.00,Friday,144.9533,-37.83258,PORT PHILLIP,2,No collision and no object struck
05.25.00,Sunday,144.96262,-37.76414,MORELAND,3,Collision with vehicle
08.10.00,Sunday,145.0122,-37.96396,BAYSIDE,2,Collision with vehicle
09.50.00,Sunday,145.22735,-37.81584,MAROONDAH,2,Struck Pedestrian
01.40.00,Sunday,145.3171,-37.75171,YARRA RANGES,2,Collision with a fixed object
15.45.00,Saturday,145.28468,-38.05013,CASEY,2,Fall from or in moving vehicle
14.00.00,Saturday,145.09403,-37.85024,BOROONDARA,2,Collision with vehicle
18.00.00,Friday,145.21107,-37.98667,DANDENONG,3,Struck Pedestrian
17.55.00,Friday,144.58628,-37.46932,MACEDON RANGES,3,Collision with vehicle
18.05.00,Thursday,144.93267,-37.81849,MELBOURNE,3,Collision with vehicle
18.20.00,Friday,145.2864,-37.86068,KNOX,3,Struck Pedestrian
18.35.00,Wednesday,145.1931,-37.93487,MONASH,2,Collision with vehicle
18.20.00,Tuesday,144.96304,-37.73738,MORELAND,2,Collision with vehicle
20.00.00,Wednesday,144.76608,-37.69506,BRIMBANK,5,Collision with a fixed object
20.38.00,Wednesday,144.66843,-37.85261,WYNDHAM,4,Struck Pedestrian
01.00.00,Thursday,142.49937,-38.32657,WARRNAMBOOL,1,Collision with a fixed object
22.55.00,Monday,144.96002,-37.81961,MELBOURNE,2,Collision with vehicle
06.15.00,Sunday,143.23787,-38.07604,CORANGAMITE,2,Struck Pedestrian
17.00.00,Sunday,145.01943,-37.6515,WHITTLESEA,4,Collision with vehicle
00.01.00,Sunday,145.27081,-37.60074,NILLUMBIK,1,Collision with a fixed object
18.03.00,Sunday,145.82433,-35.99933,MOIRA,5,Collision with vehicle
18.45.00,Saturday,144.98101,-37.86826,PORT PHILLIP,2,Collision with vehicle
07.00.00,Sunday,145.9882,-36.53579,BENALLA,1,Collision with a fixed object
16.30.00,Sunday,145.77318,-37.86925,YARRA RANGES,1,No collision and no object struck
18.50.00,Sunday,142.30147,-38.31047,MOYNE,1,Collision with a fixed object
17.35.00,Friday,144.0215,-38.09689,GOLDEN PLAINS,1,Collision with a fixed object
18.10.00,Sunday,144.53558,-38.25756,GEELONG,3,Collision with vehicle
20.00.00,Friday,144.88198,-37.71476,MOONEE VALLEY,1,Vehicle overturned (no collision)
16.35.00,Friday,144.85959,-37.81011,MARIBYRNONG,1,Collision with a fixed object
21.30.00,Friday,144.92188,-37.59684,HUME,3,Collision with vehicle
18.10.00,Friday,145.15129,-37.85639,WHITEHORSE,2,Struck Pedestrian
22.42.00,Friday,144.34923,-38.11426,GEELONG,2,Collision with vehicle
22.30.00,Friday,144.90301,-37.80847,MARIBYRNONG,2,Collision with vehicle
22.40.00,Friday,145.56444,-37.78531,YARRA RANGES,2,Collision with a fixed object
01.20.00,Saturday,144.93887,-37.79543,MELBOURNE,1,Collision with a fixed object
15.00.00,Saturday,144.97858,-37.85304,PORT PHILLIP,3,Collision with vehicle
18.00.00,Friday,145.21927,-37.97056,DANDENONG,2,Struck Pedestrian
18.40.00,Monday,144.12271,-36.10443,LODDON,2,Struck animal
19.50.00,Sunday,144.88708,-37.70864,MORELAND,2,Collision with vehicle
05.30.00,Monday,147.07285,-38.09896,WELLINGTON,2,Collision with vehicle
05.56.00,Sunday,144.92756,-37.71788,MORELAND,2,Other accident
00.30.00,Monday,145.33404,-37.9645,YARRA RANGES,1,Collision with a fixed object
18.45.00,Friday,145.04995,-37.82253,BOROONDARA,2,Struck Pedestrian
21.40.00,Sunday,144.35981,-38.14932,GEELONG,5,Collision with vehicle
21.00.00,Friday,142.11139,-38.13617,MOYNE,8,collision with some other object
23.00.00,Tuesday,145.23307,-37.92801,KNOX,3,Collision with vehicle
19.15.00,Thursday,145.13845,-37.81985,WHITEHORSE,2,Collision with vehicle
09.40.00,Sunday,144.32083,-36.73904,BENDIGO,3,Collision with vehicle
08.45.00,Sunday,144.78547,-38.37946,MORNINGTON PENINSULA,2,Collision with vehicle
18.25.00,Wednesday,145.07158,-37.92274,GLEN EIRA,4,Collision with vehicle
14.00.00,Saturday,144.97182,-37.78988,YARRA,3,Collision with a fixed object
04.00.00,Monday,144.81489,-37.70313,BRIMBANK,1,Struck animal
18.25.00,Thursday,145.20978,-37.97694,DANDENONG,2,Struck Pedestrian
20.34.00,Tuesday,144.8459,-37.8449,HOBSONS BAY,3,Collision with vehicle
20.00.00,Tuesday,144.92827,-37.63057,HUME,2,Collision with vehicle
22.05.00,Tuesday,144.8471,-37.81462,BRIMBANK,2,Collision with vehicle
22.00.00,Tuesday,144.69357,-37.81978,WYNDHAM,3,Collision with vehicle
01.51.00,Wednesday,144.82252,-37.84862,HOBSONS BAY,1,No collision and no object struck
21.09.00,Sunday,145.22622,-37.95569,DANDENONG,1,Collision with a fixed object
20.12.00,Saturday,145.32553,-38.10337,CASEY,3,Collision with vehicle
09.30.00,Sunday,144.88612,-37.75356,MOONEE VALLEY,2,Collision with vehicle
17.30.00,Sunday,145.34262,-37.80989,YARRA RANGES,3,Vehicle overturned (no collision)
05.00.00,Monday,145.13694,-37.82698,WHITEHORSE,2,Collision with a fixed object
16.40.00,Friday,145.23384,-37.81333,MAROONDAH,3,Collision with vehicle
18.30.00,Monday,144.99807,-37.87657,GLEN EIRA,3,Collision with vehicle
15.20.00,Saturday,145.05021,-37.75272,BANYULE,3,Collision with vehicle
09.50.00,Sunday,145.01724,-37.97024,BAYSIDE,2,Collision with vehicle
15.45.00,Saturday,145.03808,-37.17508,MITCHELL,3,Collision with a fixed object
05.05.00,Saturday,144.54613,-37.43671,MACEDON RANGES,4,Collision with a fixed object
17.56.00,Saturday,145.08218,-37.99183,KINGSTON,3,Collision with vehicle
17.41.00,Saturday,145.00532,-37.66432,WHITTLESEA,7,Collision with vehicle
16.30.00,Saturday,145.13305,-38.02588,KINGSTON,2,Collision with a fixed object
19.50.00,Thursday,144.2512,-36.77209,BENDIGO,2,Collision with vehicle
19.00.00,Thursday,145.25843,-38.11,CASEY,3,Collision with vehicle
20.15.00,Thursday,144.58052,-37.68341,MELTON,2,Collision with vehicle
23.52.00,Saturday,144.99117,-37.84648,STONNINGTON,2,Struck Pedestrian
18.15.00,Tuesday,144.76047,-37.76506,BRIMBANK,3,Collision with vehicle
22.00.00,Thursday,145.08797,-37.89425,MONASH,2,Vehicle overturned (no collision)
20.40.00,Thursday,142.49237,-38.37373,WARRNAMBOOL,1,Collision with vehicle
23.12.00,Thursday,144.53764,-37.68628,MELTON,2,Struck Pedestrian
17.45.00,Saturday,145.13823,-37.82038,WHITEHORSE,3,Collision with vehicle
20.59.00,Thursday,146.74731,-38.15741,WELLINGTON,2,Collision with vehicle
19.00.00,Sunday,146.01376,-38.57794,SOUTH GIPPSLAND,2,Struck Pedestrian
23.40.00,Friday,144.96139,-37.8206,MELBOURNE,4,Struck Pedestrian
16.30.00,Sunday,143.89183,-37.55808,BALLARAT,2,Collision with vehicle
18.20.00,Sunday,144.96786,-37.73428,MORELAND,3,Collision with vehicle
19.10.00,Monday,144.99899,-37.87182,GLEN EIRA,2,Collision with vehicle
16.00.00,Sunday,145.14371,-38.0705,KINGSTON,1,Collision with a fixed object
19.00.00,Monday,144.95742,-37.82843,MELBOURNE,2,Collision with vehicle
17.40.00,Saturday,144.99813,-37.80238,YARRA,2,Collision with vehicle
19.10.00,Saturday,142.46527,-38.25263,MOYNE,2,Collision with vehicle
20.00.00,Saturday,145.29213,-37.90045,KNOX,5,Collision with vehicle
21.31.00,Saturday,144.96966,-37.81013,MELBOURNE,3,Struck Pedestrian
20.10.00,Saturday,144.35434,-38.02963,GEELONG,3,Collision with vehicle
01.00.00,Thursday,144.96002,-38.342,MORNINGTON PENINSULA,1,Collision with a fixed object
00.10.00,Sunday,145.08435,-37.91434,MONASH,2,Struck Pedestrian
04.30.00,Sunday,145.02114,-37.80672,BOROONDARA,2,Collision with vehicle
09.30.00,Sunday,144.35239,-38.17523,GEELONG,4,Collision with vehicle
18.10.00,Friday,145.19209,-37.85782,WHITEHORSE,2,Collision with vehicle
22.46.00,Thursday,145.01646,-37.79326,BOROONDARA,1,Collision with a fixed object
10.00.00,Sunday,144.87855,-37.85679,HOBSONS BAY,3,Collision with vehicle
04.40.00,Friday,144.78551,-37.82706,WYNDHAM,2,Collision with a fixed object
19.00.00,Wednesday,144.7253,-37.87191,WYNDHAM,2,Collision with vehicle
18.44.00,Wednesday,144.95774,-37.82794,MELBOURNE,2,Struck Pedestrian
18.13.00,Wednesday,144.95461,-37.66322,HUME,5,Collision with vehicle
18.30.00,Wednesday,144.9931,-37.85332,STONNINGTON,2,Collision with vehicle
21.15.00,Monday,145.03959,-37.87566,GLEN EIRA,2,Struck Pedestrian
21.10.00,Saturday,144.98517,-37.79372,YARRA,2,Collision with vehicle
20.00.00,Monday,144.63292,-37.71059,MELTON,3,Collision with vehicle
21.45.00,Monday,145.0492,-37.81616,BOROONDARA,1,Collision with a fixed object
05.00.00,Monday,144.76848,-37.72605,BRIMBANK,3,Collision with a fixed object
19.50.00,Monday,145.02148,-37.65516,WHITTLESEA,3,Collision with vehicle
05.30.00,Monday,144.74386,-37.83917,WYNDHAM,2,Collision with vehicle
02.00.00,Saturday,143.85401,-37.60632,BALLARAT,3,Vehicle overturned (no collision)
10.00.00,Sunday,143.07575,-38.32351,CORANGAMITE,4,Collision with vehicle
16.40.00,Saturday,144.25842,-36.75784,BENDIGO,3,Collision with vehicle
16.16.00,Sunday,144.96428,-37.81057,MELBOURNE,3,Struck Pedestrian
16.15.00,Sunday,144.21972,-36.75419,BENDIGO,7,Collision with vehicle
16.00.00,Friday,145.10925,-37.98661,KINGSTON,6,Collision with vehicle
17.20.00,Friday,144.9903,-37.73658,DAREBIN,2,Struck Pedestrian
17.41.00,Saturday,144.42895,-38.02755,GEELONG,3,Collision with vehicle
17.20.00,Friday,145.14714,-37.91706,MONASH,2,Collision with vehicle
16.30.00,Friday,145.41407,-37.89949,YARRA RANGES,3,Collision with vehicle
20.00.00,Wednesday,145.35457,-38.0356,CASEY,4,Collision with vehicle
18.15.00,Wednesday,144.21054,-37.07728,MOUNT ALEXANDER,1,Collision with a fixed object
22.10.00,Wednesday,144.74975,-37.92171,WYNDHAM,3,Collision with vehicle
02.10.00,Thursday,145.12734,-37.78731,MANNINGHAM,3,Collision with vehicle
18.25.00,Thursday,145.07697,-37.95217,KINGSTON,2,Collision with vehicle
06.00.00,Thursday,144.96412,-37.75546,MORELAND,2,Collision with vehicle
19.25.00,Thursday,145.12238,-38.14631,FRANKSTON,2,Collision with vehicle
22.00.00,Thursday,147.41636,-37.88236,EAST GIPPSLAND,1,Struck animal
16.20.00,Sunday,145.40077,-36.37405,SHEPPARTON,3,Collision with vehicle
16.00.00,Saturday,143.92631,-35.73545,GANNAWARRA,1,No collision and no object struck
00.18.00,Wednesday,145.03291,-37.74388,DAREBIN,2,Struck Pedestrian
22.39.00,Tuesday,144.87167,-37.71878,BRIMBANK,4,Collision with vehicle
23.50.00,Monday,144.92146,-37.78679,MOONEE VALLEY,4,Collision with vehicle
20.43.00,Sunday,144.57453,-37.65164,MELTON,3,Collision with vehicle
04.45.00,Wednesday,142.50522,-36.35142,YARRIAMBIACK,1,Collision with a fixed object
20.50.00,Friday,145.00133,-37.85917,PORT PHILLIP,2,Collision with vehicle
18.45.00,Saturday,145.28533,-38.08332,CASEY,2,Collision with vehicle
16.00.00,Friday,144.35165,-38.12758,GEELONG,3,Collision with vehicle
15.00.00,Saturday,144.42326,-36.74224,BENDIGO,1,No collision and no object struck
14.25.00,Saturday,145.32368,-37.55954,NILLUMBIK,1,Collision with a fixed object
16.05.00,Saturday,145.36159,-37.91322,YARRA RANGES,2,No collision and no object struck
14.15.00,Saturday,143.83382,-37.60127,BALLARAT,1,Collision with a fixed object
22.30.00,Friday,144.98335,-37.81159,MELBOURNE,2,Collision with vehicle
00.40.00,Saturday,142.85852,-35.5054,BULOKE,1,No collision and no object struck
17.55.00,Saturday,145.69567,-35.95422,MOIRA,1,Collision with a fixed object
18.40.00,Friday,145.11289,-37.82772,WHITEHORSE,2,Collision with vehicle
17.07.00,Saturday,144.92928,-37.82667,MELBOURNE,2,Collision with vehicle
17.50.00,Saturday,144.99369,-37.82337,YARRA,2,Struck Pedestrian
18.20.00,Saturday,145.08735,-37.88103,STONNINGTON,1,Collision with a fixed object
16.00.00,Saturday,145.18231,-37.96608,DANDENONG,4,Collision with vehicle
18.15.00,Saturday,144.33078,-38.18305,GEELONG,1,Collision with vehicle
20.48.00,Thursday,144.2528,-36.73688,BENDIGO,2,Struck Pedestrian
20.45.00,Thursday,145.19342,-37.70001,NILLUMBIK,1,Vehicle overturned (no collision)
22.40.00,Thursday,144.80051,-37.74499,BRIMBANK,1,Vehicle overturned (no collision)
05.20.00,Wednesday,143.29446,-34.97123,SWAN HILL,1,Vehicle overturned (no collision)
18.05.00,Monday,145.22299,-37.96503,DANDENONG,2,Struck Pedestrian
19.13.00,Monday,145.09076,-37.88028,MONASH,3,Struck Pedestrian
16.40.00,Saturday,145.11507,-37.80373,WHITEHORSE,4,Collision with vehicle
20.40.00,Friday,145.02825,-37.86294,STONNINGTON,2,Struck Pedestrian
23.00.00,Saturday,144.3614,-37.23589,MACEDON RANGES,1,Struck animal
04.20.00,Sunday,145.04913,-37.88193,GLEN EIRA,6,Collision with vehicle
16.10.00,Saturday,143.91036,-35.52324,GANNAWARRA,2,Collision with vehicle
15.30.00,Saturday,143.55952,-35.33939,SWAN HILL,2,Collision with vehicle
20.53.00,Saturday,145.31479,-38.02285,CASEY,3,Collision with a fixed object
18.30.00,Thursday,145.1904,-37.93352,MONASH,2,Collision with vehicle
21.30.00,Thursday,145.42947,-37.09329,MURRINDINDI,1,No collision and no object struck
18.31.00,Thursday,145.09998,-37.90581,MONASH,2,Collision with vehicle
16.53.00,Friday,144.9824,-37.80631,YARRA,2,Struck Pedestrian
16.00.00,Friday,144.1071,-37.39163,HEPBURN,2,Collision with vehicle
19.00.00,Tuesday,145.12552,-37.91438,MONASH,2,Collision with vehicle
23.12.00,Monday,145.97805,-38.45075,SOUTH GIPPSLAND,3,Collision with vehicle
23.30.00,Monday,144.7105,-37.71875,MELTON,2,Collision with vehicle
16.00.00,Sunday,145.27254,-38.03816,CASEY,1,Collision with vehicle
03.10.00,Tuesday,145.06062,-37.81076,BOROONDARA,1,Collision with a fixed object
16.00.00,Friday,143.84003,-37.5412,BALLARAT,3,Collision with vehicle
18.43.00,Saturday,144.97753,-37.85025,PORT PHILLIP,1,Collision with vehicle
18.50.00,Saturday,144.80822,-37.83166,WYNDHAM,6,Collision with a fixed object
21.20.00,Thursday,142.1335,-34.20083,MILDURA,1,Vehicle overturned (no collision)
17.30.00,Sunday,145.08789,-38.00843,KINGSTON,2,Struck Pedestrian
16.48.00,Sunday,145.14467,-38.13366,FRANKSTON,3,Collision with vehicle
16.25.00,Sunday,141.50096,-37.55839,GLENELG,2,Collision with vehicle
17.30.00,Friday,144.96643,-37.69078,HUME,3,Collision with vehicle
16.00.00,Friday,145.001,-37.69381,WHITTLESEA,4,Collision with vehicle
16.50.00,Friday,145.1481,-37.87391,MONASH,4,Collision with vehicle
18.02.00,Thursday,145.28544,-37.92503,KNOX,5,Collision with vehicle
17.53.00,Friday,144.56665,-37.68442,MELTON,2,Collision with vehicle
19.38.00,Friday,145.04656,-37.71226,DAREBIN,2,Collision with vehicle
20.29.00,Friday,144.96734,-37.80713,MELBOURNE,5,Collision with vehicle
22.00.00,Thursday,144.34802,-36.6526,BENDIGO,2,Collision with vehicle
18.20.00,Friday,145.04207,-37.87535,STONNINGTON,4,Collision with vehicle
19.00.00,Wednesday,144.78579,-37.86935,HOBSONS BAY,3,Collision with vehicle
19.12.00,Wednesday,145.06748,-37.88455,STONNINGTON,5,Collision with vehicle
01.42.00,Thursday,145.96956,-38.17217,BAW BAW,2,Collision with vehicle
18.00.00,Friday,145.04609,-37.75114,BANYULE,2,Collision with vehicle
18.00.00,Saturday,145.15297,-37.98294,DANDENONG,2,Struck Pedestrian
18.55.00,Sunday,144.96917,-37.78549,MELBOURNE,1,Collision with vehicle
17.50.00,Sunday,144.90864,-38.37029,MORNINGTON PENINSULA,6,Collision with vehicle
17.25.00,Sunday,145.06766,-37.88992,GLEN EIRA,2,Struck Pedestrian
19.46.00,Sunday,145.2696,-37.81057,MAROONDAH,5,Collision with vehicle
20.50.00,Sunday,145.07234,-37.0293,MITCHELL,2,Collision with vehicle
23.00.00,Sunday,145.23507,-37.99057,CASEY,2,Collision with a fixed object
21.10.00,Sunday,144.12079,-38.08913,GOLDEN PLAINS,2,Collision with a fixed object
19.47.00,Monday,145.12527,-38.09034,FRANKSTON,1,Collision with a fixed object
22.05.00,Friday,145.00631,-37.74549,DAREBIN,2,Struck Pedestrian
21.25.00,Friday,144.74759,-37.83948,WYNDHAM,5,Collision with vehicle
16.00.00,Friday,144.80842,-37.74525,BRIMBANK,2,Collision with vehicle
23.24.00,Friday,143.79367,-37.49518,BALLARAT,3,Collision with a fixed object
18.00.00,Friday,145.02746,-37.6309,WHITTLESEA,3,Collision with vehicle
22.46.00,Wednesday,144.94088,-37.71695,MORELAND,4,Collision with vehicle
02.20.00,Saturday,145.31875,-37.88839,YARRA RANGES,3,Collision with a fixed object
02.45.00,Thursday,145.12204,-37.92893,KINGSTON,2,Collision with a fixed object
05.15.00,Thursday,145.22288,-37.97416,DANDENONG,1,Collision with a fixed object
05.45.00,Thursday,144.94725,-37.82668,MELBOURNE,2,Collision with vehicle
04.00.00,Sunday,145.09465,-37.89412,MONASH,2,Collision with vehicle
21.45.00,Tuesday,145.21534,-37.62589,NILLUMBIK,1,Struck animal
06.00.00,Thursday,144.04,-38.30213,SURF COAST,1,No collision and no object struck
16.00.00,Sunday,145.95656,-37.95431,BAW BAW,1,Vehicle overturned (no collision)
18.25.00,Tuesday,144.97829,-37.77908,MORELAND,2,Collision with vehicle
08.30.00,Sunday,144.93139,-37.73728,MORELAND,2,Struck Pedestrian
21.30.00,Thursday,145.30835,-38.01811,CASEY,2,Collision with vehicle
05.20.00,Monday,145.4068,-37.93512,CARDINIA,1,Collision with a fixed object
08.00.00,Sunday,145.73619,-37.80266,YARRA RANGES,1,Vehicle overturned (no collision)
17.50.00,Saturday,144.67287,-37.83203,WYNDHAM,2,Collision with vehicle
16.45.00,Friday,146.16708,-38.22922,BAW BAW,1,Collision with a fixed object
05.29.00,Sunday,146.36878,-36.36503,WANGARATTA,1,Collision with a fixed object
14.15.00,Saturday,144.86744,-37.70686,HUME,2,Collision with vehicle
15.05.00,Saturday,144.97795,-37.78109,YARRA,2,Struck Pedestrian
14.00.00,Saturday,145.15482,-37.97726,DANDENONG,2,Collision with vehicle
22.30.00,Wednesday,144.71149,-37.68885,MELTON,1,Collision with a fixed object
16.00.00,Saturday,146.67293,-37.81335,WELLINGTON,1,No collision and no object struck
20.00.00,Tuesday,144.929,-37.64379,HUME,2,Collision with vehicle
19.50.00,Monday,145.13041,-37.86818,MONASH,3,Collision with vehicle
18.45.00,Tuesday,145.0845,-37.81322,BOROONDARA,2,Collision with vehicle
21.23.00,Tuesday,143.78865,-36.9449,CENTRAL GOLDFIELDS,1,Collision with a fixed object
00.45.00,Tuesday,145.24742,-38.06604,CASEY,3,Collision with a fixed object
02.00.00,Tuesday,144.9402,-37.59222,HUME,2,Collision with a fixed object
18.00.00,Friday,145.21299,-38.30014,MORNINGTON PENINSULA,1,No collision and no object struck
